Segment displayed name				P001 1A | 001 | CD45+	P001 1A | 018 | CD45+	P001 1A | 017 | CD45+	P001 1A | 016 | CD45+	P001 1A | 015 | CD45+	P001 1A | 014 | CD45+	P001 1A | 013 | CD45+	P001 1A | 012 | CD45+	P001 1A | 011 | CD45+	P001 1A | 010 | CD45+	P001 1A | 009 | CD45+	P001 1A | 008 | CD45+	P001 1A | 007 | CD45+	P001 1A | 006 | CD45+	P001 1A | 005 | CD45+	P001 1A | 004 | CD45+	P001 1A | 003 | CD45+	P001 1A | 002 | CD45+	P001 1A | 019 | CD45+	P001 1B | 014 | CD45+	P001 1B | 013 | CD45+	P001 1B | 012 | CD45+	P001 1B | 011 | CD45+	P001 1B | 010 | CD45+	P001 1B | 009 | CD45+	P001 1B | 008 | CD45+	P001 1B | 007 | CD45+	P001 1B | 006 | CD45+	P001 1B | 005 | CD45+	P001 1B | 004 | CD45+	P001 1B | 003 | CD45+	P001 1B | 002 | CD45+	P001 1B | 001 | CD45+
DC;All Probes	RNA	Endogenous	BATF3	72.67	60.52	2.61	25.21	31.35	10.65	13.68	74.35	10.02	35.29	61.75	16.62	25.88	60.41	68.80	32.00	97.53	122.99	37.82	109.40	424.41	88.27	107.84	139.31	199.05	106.56	218.66	180.22	49.75	86.48	281.22	201.22	256.78
Myeloid;All Probes	RNA	Endogenous	CD47	142.58	86.17	19.24	31.48	43.88	37.21	3.76	100.83	51.22	41.72	95.85	28.74	51.83	93.28	66.51	17.89	140.25	199.17	47.08	97.98	360.93	58.47	112.72	128.45	279.69	128.65	355.97	233.80	85.38	104.40	343.59	286.89	419.87
Cytokine & Chemokine Signaling;Apoptosis;All Probes	RNA	Endogenous	FAS	59.61	9.87	25.88	13.10	22.92	11.90	0.88	24.91	43.29	2.90	27.76	4.02	17.99	38.89	27.32	38.13	31.84	56.47	0.54	26.37	134.30	26.35	28.88	33.54	100.31	42.41	97.26	81.25	29.61	27.14	143.38	120.03	136.25
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	STAT3	137.19	93.76	51.57	28.13	20.42	57.14	32.99	120.09	49.43	64.91	93.22	44.36	59.81	120.54	65.70	12.00	150.91	132.77	57.87	112.48	433.97	85.16	107.53	169.15	251.54	138.99	330.22	276.53	85.99	125.49	342.44	258.49	358.36
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CXCL10	78.23	73.23	22.07	7.02	32.50	23.35	19.94	67.48	47.36	34.64	79.78	11.07	21.61	61.91	60.48	5.21	70.69	85.03	36.43	90.68	320.23	76.97	79.13	78.95	196.31	70.12	220.14	147.37	43.85	68.99	317.22	210.48	316.64
T cells;T cell Activation;All Probes	RNA	Endogenous	CD27	105.53	57.40	16.98	24.15	7.40	31.18	12.24	62.87	39.41	0.64	60.99	28.63	44.27	55.69	35.32	8.92	55.01	65.04	32.88	47.00	183.68	35.63	42.19	50.50	128.36	77.01	170.84	113.79	30.57	49.77	153.16	129.04	175.13
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CXCL9	49.39	133.23	16.52	33.18	28.63	30.78	32.24	49.68	46.69	16.96	90.16	1.65	56.03	66.99	41.88	24.87	99.09	95.98	39.86	96.35	343.44	105.47	81.16	176.36	298.55	131.91	306.52	254.56	119.47	79.57	321.60	266.32	353.88
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CCL5	84.94	63.17	32.60	8.77	21.60	12.26	4.41	68.11	53.58	30.42	77.01	19.77	31.94	84.16	37.97	31.95	94.81	143.58	42.57	54.65	217.06	75.75	53.56	93.43	135.51	86.07	164.56	153.33	40.13	57.26	233.49	177.63	178.99
All Probes	SpikeIn	Negative	HYB-NEG	2.74	1.98	3.10	1.40	2.00	5.34	12.63	3.08	12.42	10.28	7.38	14.94	11.86	2.46	17.93	2.49	5.00	8.93	18.98	2.48	2.94	1.91	1.21	8.36	0.76	10.55	9.24	17.36	18.62	0.15	6.75	16.29	5.31
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGAX	141.28	138.93	48.02	48.03	9.24	69.57	10.39	87.86	58.02	31.01	100.03	16.98	54.02	140.46	68.80	7.15	119.08	119.76	39.80	94.52	344.57	85.51	74.38	117.25	241.58	94.80	247.03	245.03	80.36	91.73	303.81	200.10	282.83
Checkpoint;T cells;T cell Activation;All Probes	RNA	Endogenous	HAVCR2	133.31	61.84	28.43	41.39	0.23	13.14	23.99	121.97	35.62	19.34	69.03	11.98	38.32	64.15	57.66	27.45	120.98	108.49	48.00	95.93	359.98	84.31	92.13	175.31	242.67	161.53	289.54	223.30	86.93	96.72	304.67	251.30	341.85
Myeloid Activation;M2 Macrophage;Macrophage;Myeloid Supression;Myeloid;All Probes	RNA	Endogenous	ARG1	65.53	41.64	40.79	23.19	26.94	23.23	2.55	95.88	25.25	44.44	62.92	2.78	37.44	67.83	34.89	15.49	91.60	80.28	19.00	62.36	247.96	43.19	48.62	97.46	215.82	105.40	217.08	202.26	58.91	82.20	255.71	168.51	234.42
Tregs;T cells;Th cells;All Probes	RNA	Endogenous	FOXP3	54.76	38.03	26.02	9.44	10.82	21.11	13.88	65.25	25.45	17.35	27.81	1.92	25.08	35.68	45.26	34.40	45.95	76.52	38.19	51.01	140.80	30.13	25.89	90.10	129.19	44.15	144.47	139.45	47.58	52.68	164.95	132.00	189.43
Antigen Presentation;MHC2;All Probes	RNA	Endogenous	HLA-DRB	1023.31	598.12	251.40	224.72	217.75	265.69	56.41	542.51	418.13	238.66	678.79	205.57	459.38	590.36	499.46	160.49	918.95	1051.51	278.02	488.60	1333.73	416.50	451.40	652.85	981.77	639.36	1115.01	920.95	384.46	655.02	1429.19	970.80	1463.79
Interferon;All Probes	RNA	Endogenous	IFNAR1	98.35	67.42	5.43	20.63	41.74	16.53	37.17	96.75	52.36	51.63	57.06	37.71	37.21	50.48	50.81	35.69	119.24	135.62	25.00	103.46	358.08	72.68	73.62	135.81	215.46	116.47	283.67	246.33	59.01	98.03	326.29	202.28	321.81
Epithelial;Tumor;All Probes	RNA	Endogenous	EPCAM	59.66	28.31	15.20	12.44	26.14	6.93	7.02	55.79	1.29	11.17	23.15	1.04	14.37	54.65	24.65	4.46	54.99	40.26	25.78	38.16	140.48	29.29	34.51	78.39	140.66	77.56	131.29	121.37	32.23	44.40	147.01	145.46	187.98
Background;All Probes	RNA	Negative	NegPrb4	51.58	25.18	26.89	23.12	1.32	15.69	26.63	74.42	19.13	5.44	25.53	4.55	53.55	23.26	49.95	8.71	35.80	55.00	33.13	54.94	256.02	50.44	56.62	102.88	187.54	84.18	221.39	159.53	71.79	62.91	251.00	157.64	274.12
Proliferation;All Probes	RNA	Endogenous	CCND1	99.96	45.58	24.69	0.17	5.79	17.97	0.42	62.67	42.11	40.55	47.06	32.28	46.80	49.36	55.09	12.92	80.14	95.83	32.51	48.50	262.78	49.77	71.92	53.89	144.10	76.95	151.06	154.05	34.49	49.55	206.05	128.54	170.18
T cells;All Probes	RNA	Endogenous	CD40LG	94.71	44.38	14.14	38.90	0.13	15.69	4.88	85.05	21.36	18.00	65.05	25.35	43.03	62.01	49.62	12.69	55.16	123.57	30.17	105.72	376.46	85.83	88.92	76.19	196.35	79.24	209.86	163.09	59.84	76.65	228.75	207.92	253.77
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	IL6	67.20	37.26	22.35	39.08	31.06	38.14	1.23	69.87	16.53	35.59	75.36	8.66	30.51	63.79	40.95	14.10	68.18	72.43	15.38	77.77	256.31	39.27	62.56	153.51	164.07	93.94	202.35	176.17	76.43	67.77	215.07	136.57	261.75
Epithelial;Tumor;All Probes	RNA	Endogenous	KRT	104.47	65.17	24.85	24.17	7.39	35.33	18.48	78.12	20.42	24.80	55.82	26.89	46.01	71.22	36.13	3.34	80.45	94.07	47.49	64.99	283.67	57.75	54.78	119.02	206.08	81.01	226.78	195.94	64.07	76.96	270.99	189.70	290.78
B cells;Checkpoint;Myeloid;All Probes	RNA	Endogenous	ICOSLG	55.31	76.49	10.74	39.80	30.73	44.78	0.53	64.40	47.07	14.35	54.13	35.17	64.87	44.40	55.82	3.76	73.17	111.14	55.24	108.76	300.00	64.85	66.62	95.78	214.40	115.09	228.03	176.93	62.54	100.98	267.43	183.23	276.75
Macrophage;All Probes	RNA	Endogenous	CD68	134.09	141.79	54.45	41.32	42.47	80.13	41.17	131.00	52.09	38.25	83.81	35.23	60.88	123.87	82.73	31.44	169.01	125.85	66.84	91.03	376.66	207.35	105.26	148.02	268.45	109.05	311.28	254.44	81.19	114.36	326.01	218.49	322.68
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGB2	243.10	132.62	61.96	48.48	33.25	68.99	5.60	164.50	85.16	48.67	142.34	43.54	97.64	195.77	131.81	48.78	185.35	230.37	51.48	134.67	377.16	115.43	127.56	168.20	222.83	160.70	321.84	307.63	81.42	131.34	444.50	234.65	346.41
Background;All Probes	RNA	Negative	NegPrb3	45.30	65.32	49.11	0.79	22.49	21.81	18.27	91.26	26.48	13.33	71.52	4.39	46.40	45.15	44.24	3.87	67.56	75.70	13.88	71.28	291.52	49.85	56.57	111.27	227.39	80.22	243.54	173.45	70.43	91.60	275.16	232.45	300.02
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	STAT2	139.84	90.68	23.81	20.40	43.49	43.22	2.86	87.68	67.86	48.63	97.77	9.96	58.72	64.63	94.53	21.89	128.64	129.90	25.06	79.29	315.52	60.91	69.24	114.05	170.83	108.49	246.45	211.43	86.74	86.20	301.91	190.72	269.64
Total Immune;All Probes	RNA	Endogenous	PTPRC	307.06	171.91	60.47	58.42	87.96	84.45	33.26	219.21	129.79	85.35	183.63	78.72	141.89	257.02	171.49	48.99	322.43	383.87	56.77	166.23	516.30	102.03	171.54	232.87	412.21	272.09	520.51	433.39	163.81	289.23	553.44	403.37	614.54
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CXCR6	88.45	79.21	24.84	28.70	0.40	8.95	22.44	60.27	49.97	17.98	53.78	25.04	46.97	44.49	38.48	27.66	92.09	85.94	18.12	77.16	336.82	65.37	76.98	138.42	214.10	111.66	279.92	217.57	46.91	82.74	319.84	233.49	308.31
Cytotoxicity;All Probes	RNA	Endogenous	NKG7	41.59	39.79	16.51	41.71	23.83	31.95	21.80	37.10	38.02	41.05	45.70	8.53	34.09	28.32	54.23	16.24	63.36	49.76	16.92	67.36	231.15	73.22	46.04	93.58	138.83	55.59	167.37	159.85	41.19	62.61	194.21	137.38	176.29
Cytokine & Chemokine Signaling;Tumor;All Probes	RNA	Endogenous	HIF1A	121.73	104.48	54.84	41.55	77.04	48.71	7.48	135.39	78.99	40.16	120.49	32.69	75.74	104.52	115.43	31.20	146.04	146.12	62.30	101.14	359.76	102.30	81.21	127.25	274.25	164.66	345.42	259.66	115.26	147.01	392.15	226.70	348.60
T cells;Myeloid;Th cells;All Probes	RNA	Endogenous	CD4	145.41	119.81	39.31	42.57	36.75	72.10	4.04	119.48	66.13	34.25	78.12	30.89	72.78	97.13	59.78	27.21	86.47	113.28	73.05	113.13	384.74	102.53	100.07	233.99	469.85	218.53	543.15	461.79	147.08	176.66	644.75	461.43	650.27
Wnt Signaling;All Probes	RNA	Endogenous	DKK2	41.90	69.90	44.91	13.42	40.61	38.96	7.67	54.19	24.37	10.76	51.96	9.08	37.68	46.91	54.98	17.90	63.96	70.66	35.08	52.62	278.03	63.81	50.81	62.24	184.75	63.03	186.39	145.99	68.67	74.01	192.87	166.38	271.62
Cytotoxicity;T cell Activation;All Probes	RNA	Endogenous	GZMB	64.42	59.85	16.78	0.89	32.74	35.32	16.53	44.19	21.74	26.82	87.29	9.63	29.89	16.17	25.79	27.34	44.71	86.19	32.55	81.38	175.23	63.23	39.05	108.14	144.46	77.04	138.71	128.45	61.32	57.71	180.98	130.08	225.47
B cells;All Probes	RNA	Endogenous	MS4A1	377.75	138.07	104.51	50.29	119.78	88.41	19.24	171.18	113.93	88.49	222.67	46.58	100.25	140.99	183.49	29.05	362.41	380.13	39.84	177.57	612.46	59.75	163.40	213.58	423.17	220.52	507.90	301.94	188.79	320.54	617.99	423.65	733.07
Immune Cell Adhesion & Migration;All Probes	RNA	Endogenous	ITGAM	63.93	24.29	26.05	12.41	12.45	11.93	7.69	34.44	10.14	9.42	20.50	30.49	37.97	27.87	27.11	28.41	78.97	49.99	15.37	49.05	170.37	46.71	58.58	83.91	140.83	62.88	134.66	139.76	49.65	47.41	173.13	126.76	163.98
Background;All Probes	RNA	Negative	NegPrb6	82.32	75.00	35.51	32.57	19.63	31.92	17.20	95.70	29.66	6.05	63.26	36.47	36.79	57.92	55.43	35.68	118.30	82.08	44.34	63.87	274.82	65.45	57.56	63.72	174.92	56.42	205.95	141.54	53.06	63.09	222.83	151.76	245.86
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CMKLR1	101.77	59.24	21.56	20.53	7.29	52.89	22.60	83.44	58.15	26.98	35.98	9.35	32.93	74.95	24.11	0.71	110.25	84.36	30.90	71.23	298.69	63.85	61.49	73.41	216.09	74.31	214.65	184.69	40.58	63.78	277.53	220.02	257.94
Myeloid Activation;Checkpoint;Macrophage;Myeloid;All Probes	RNA	Endogenous	VSIR	90.34	81.27	19.35	7.63	8.68	33.09	27.90	101.60	36.23	38.19	56.97	15.39	33.53	78.31	72.45	16.33	98.44	111.07	40.47	77.67	283.78	40.02	52.58	103.78	203.11	78.83	200.85	173.53	58.56	95.25	230.62	175.73	272.73
Myeloid Activation;Cytokine & Chemokine Signaling;Myeloid;All Probes	RNA	Endogenous	CSF1R	70.06	41.87	6.50	29.20	1.52	37.69	4.01	71.28	28.63	38.68	68.91	5.18	20.33	51.34	43.95	17.00	42.40	72.81	30.30	43.99	144.36	47.89	30.94	101.18	126.56	76.17	125.00	113.86	55.17	54.95	161.98	113.73	169.35
Proliferation;All Probes	RNA	Endogenous	MKI67	78.68	20.75	32.84	8.00	14.15	53.04	7.34	89.05	42.44	24.74	37.75	20.43	43.18	59.86	73.21	28.28	77.58	81.34	27.30	59.81	211.46	64.14	50.96	76.43	150.58	105.48	202.67	129.41	31.17	81.73	188.96	166.80	223.13
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	IL15	80.99	66.03	16.83	5.17	6.12	43.78	16.80	119.18	29.16	33.99	91.23	16.98	22.40	90.02	60.16	38.28	116.02	126.37	20.23	78.11	311.69	76.96	70.33	104.85	190.45	90.38	244.07	190.77	96.00	92.80	243.57	233.74	294.28
Reference Gene;All Probes	RNA	Control	POLR2A	114.22	68.29	32.86	20.87	25.22	54.70	2.69	79.44	36.03	39.69	80.16	5.67	27.23	39.58	63.88	29.84	77.31	112.27	42.28	80.76	292.15	62.64	68.63	122.28	189.34	95.11	246.02	226.83	68.16	94.47	294.28	216.71	297.18
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	STAT1	201.71	102.16	62.43	59.97	55.67	43.93	13.78	133.79	54.77	39.84	114.89	26.58	63.86	128.24	108.20	56.49	123.20	133.27	94.70	91.13	326.90	111.34	101.86	153.37	273.87	132.18	351.34	343.29	69.41	131.10	460.47	289.63	356.77
Myeloid Activation;Myeloid;All Probes	RNA	Endogenous	CD40	118.76	52.65	18.57	12.56	16.69	40.85	20.35	70.03	44.79	41.13	40.82	29.24	46.71	59.15	67.61	30.57	97.68	158.01	24.20	62.46	235.33	44.50	59.08	80.78	173.23	83.76	201.35	171.07	55.96	93.20	231.49	190.63	304.42
Apoptosis;Tumor;All Probes	RNA	Endogenous	BCL2	152.52	82.75	36.79	15.11	36.70	56.66	5.50	79.62	66.59	38.35	109.96	0.24	48.86	71.38	96.75	9.45	153.77	136.93	55.80	72.80	112.79	58.82	62.78	108.25	169.97	120.73	266.83	190.60	51.20	93.68	304.64	244.71	317.30
Reference Gene;All Probes	RNA	Control	RAB7A	93.53	63.46	26.55	49.36	31.60	18.39	36.12	78.95	71.06	55.62	59.93	12.70	36.45	97.83	56.52	33.47	104.89	154.73	53.91	96.92	294.13	56.94	71.34	120.18	246.97	111.97	254.94	194.33	68.56	99.76	286.70	230.69	289.88
Background;All Probes	RNA	Negative	NegPrb2	29.22	47.91	5.23	0.02	3.12	31.62	1.82	38.76	34.66	16.09	25.26	28.20	24.71	18.74	24.51	3.22	28.34	59.98	6.93	36.31	164.64	35.11	37.58	46.51	104.09	45.44	115.36	106.94	38.89	30.46	145.40	115.91	150.44
T cells;All Probes	RNA	Endogenous	CD3E	84.11	70.27	1.43	43.58	41.53	17.26	24.63	85.26	27.59	25.98	87.05	2.42	45.43	67.28	66.27	28.08	109.06	94.54	42.03	91.87	300.57	84.93	74.28	109.52	203.07	131.36	248.32	245.30	63.42	91.29	280.06	173.76	256.57
All Probes	SpikeIn	Positive	HYB-POS	10957.19	11088.19	11550.19	10757.88	13569.54	11893.99	10595.60	11974.31	14176.31	12638.25	13269.09	12731.04	11755.86	11241.33	12392.94	10805.56	14695.47	12919.58	10909.76	7450.42	8288.16	6942.78	5377.38	14721.18	13659.82	15547.79	13262.38	14154.83	12178.85	5278.67	13627.02	12462.49	14956.91
Checkpoint;T cells;T cell Activation;Th cells;All Probes	RNA	Endogenous	CTLA4	70.78	68.02	21.86	18.03	12.63	7.02	21.32	84.71	54.37	12.23	51.98	14.63	19.19	71.83	48.38	40.91	85.88	63.19	40.57	55.67	225.90	44.56	80.37	111.03	209.73	103.16	258.50	217.45	73.73	106.15	311.31	216.41	301.20
