Segment displayed name				P011 1A | 001 | CD45+	P011 1A | 018 | CD45+	P011 1A | 017 | CD45+	P011 1A | 016 | CD45+	P011 1A | 015 | CD45+	P011 1A | 014 | CD45+	P011 1A | 013 | CD45+	P011 1A | 012 | CD45+	P011 1A | 011 | CD45+	P011 1A | 010 | CD45+	P011 1A | 009 | CD45+	P011 1A | 008 | CD45+	P011 1A | 007 | CD45+	P011 1A | 006 | CD45+	P011 1A | 005 | CD45+	P011 1A | 004 | CD45+	P011 1A | 003 | CD45+	P011 1A | 002 | CD45+	P011 1A | 019 | CD45+	P012 1A | 016 | CD45+	P012 1A | 015 | CD45+	P012 1A | 014 | CD45+	P012 1A | 013 | CD45+	P012 1A | 012 | CD45+	P012 1A | 011 | CD45+	P012 1A | 010 | CD45+	P012 1A | 009 | CD45+	P012 1A | 008 | CD45+	P012 1A | 007 | CD45+	P012 1A | 006 | CD45+	P012 1A | 005 | CD45+	P012 1A | 004 | CD45+	P012 1A | 003 | CD45+	P012 1A | 002 | CD45+	P012 1A | 001 | CD45+	P012 1A | 017 | CD45+	P013 1A | 001 | CD45+	P013 1A | 018 | CD45+	P013 1A | 017 | CD45+	P013 1A | 016 | CD45+	P013 1A | 015 | CD45+	P013 1A | 014 | CD45+	P013 1A | 013 | CD45+	P013 1A | 012 | CD45+	P013 1A | 011 | CD45+	P013 1A | 010 | CD45+	P013 1A | 009 | CD45+	P013 1A | 008 | CD45+	P013 1A | 007 | CD45+	P013 1A | 006 | CD45+	P013 1A | 005 | CD45+	P013 1A | 004 | CD45+	P013 1A | 003 | CD45+	P013 1A | 002 | CD45+	P013 1A | 019 | CD45+	P014 1A | 016 | CD45+	P014 1A | 015 | CD45+	P014 1A | 014 | CD45+	P014 1A | 013 | CD45+	P014 1A | 012 | CD45+	P014 1A | 011 | CD45+	P014 1A | 010 | CD45+	P014 1A | 009 | CD45+	P014 1A | 008 | CD45+	P014 1A | 007 | CD45+	P014 1A | 006 | CD45+	P014 1A | 005 | CD45+	P014 1A | 004 | CD45+	P014 1A | 003 | CD45+	P014 1A | 002 | CD45+	P014 1A | 001 | CD45+	P014 1A | 017 | CD45+
Slide				7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	7c5f29f5-e01e-4636-97ec-8846ea15e4e6	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a	2c0fb46c-4ee4-491b-b988-d392f3cda83a
Scan plexset				2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
#Factor	#Factor type																																																																										
ROI_ID	String			001	018	017	016	015	014	013	012	011	010	009	008	007	006	005	004	003	002	019	016	015	014	013	012	011	010	009	008	007	006	005	004	003	002	001	017	001	018	017	016	015	014	013	012	011	010	009	008	007	006	005	004	003	002	019	016	015	014	013	012	011	010	009	008	007	006	005	004	003	002	001	017
Scan_ID	String			P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P011 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P012 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P013 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A	P014 1A
#Probe Group	#Analyte type	#CodeClass	ProbeName (display name)																																																																								
DC;All Probes	RNA	Endogenous	BATF3	89.96	69.47	13.78	20.59	47.80	0.44	30.35	84.95	10.67	50.07	59.10	1.20	29.80	49.52	66.26	39.33	80.70	132.54	44.44	20.55	79.30	109.43	425.89	90.19	108.89	130.94	179.79	113.41	202.11	164.30	66.41	85.23	272.11	201.66	261.08	22.18	90.15	53.14	3.83	7.57	23.52	3.96	4.49	60.54	21.73	38.13	65.34	25.25	21.54	49.45	61.35	12.71	98.94	118.37	22.46	20.61	76.78	109.35	425.67	88.5	107.76	130.67	216.73	114.42	218.79	174.13	33.44	84.56	290.07	202.87	264.54	20.54
Myeloid;All Probes	RNA	Endogenous	CD47	149.76	90.54	13.39	19.40	55.11	35.14	14.60	81.23	56.85	39.58	112.09	12.65	71.31	103.32	67.47	17.09	144.65	210.34	64.04	22.45	78.72	97.50	360.40	58.17	112.75	123.35	273.30	143.58	369.44	238.14	103.54	105.88	341.61	300.19	427.59	14.54	161.92	71.99	19.64	19.04	33.1	40.75	13.39	101.56	34.27	33.65	83.96	27.91	43.82	78.48	53.73	32.99	149.29	192.53	35.78	20.15	78.09	98.81	361.09	57.63	112.34	116.05	265.2	141.94	375.36	243.72	83.38	104.29	329.93	275.37	422.55	15.49
Cytokine & Chemokine Signaling;Apoptosis;All Probes	RNA	Endogenous	FAS	65.24	4.32	10.19	23.65	40.19	15.27	3.32	7.01	49.18	15.12	18.55	7.87	13.75	35.98	21.03	57.40	35.60	65.12	18.01	2.97	25.73	26.85	135.13	27.39	27.61	42.30	114.16	58.30	95.31	95.77	39.76	25.88	150.80	107.18	135.08	4.66	68.6	26.84	16.59	24.14	9.91	28.36	7.03	12.41	23.74	0.2	12.42	4.61	0.42	50.58	37	50.3	12.7	44.2	14.39	1.38	25.19	26.31	132.75	27.64	27.64	50.99	117.63	47.98	80.4	79.31	11.66	27.11	152.52	102.46	118.76	5.91
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	STAT3	119.21	78.02	50.02	21.75	1.26	41.75	37.84	101.82	54.97	56.44	110.83	52.71	71.60	106.10	67.40	5.72	132.46	126.98	60.46	23.33	96.46	113.61	432.10	86.32	108.55	159.31	256.92	140.37	318.38	269.25	90.39	126.84	335.75	262.45	370.17	24.96	133.22	103.2	40.02	32.56	28.59	65.11	38.12	128.26	64.1	52.91	102.44	46.76	42.6	116.55	57.24	0.39	160.6	132.23	65.32	23.02	98.69	112.12	432.83	83.79	106.36	185.79	254.14	145.4	342.53	259.52	78.73	126.19	337.88	257.4	344.9	25.77
Cytokine & Chemokine Signaling;All Probes	RNA	Endogenous	CXCL10	83.91	57.54	41.08	12.53	32.42	33.18	3.71	65.07	61.59	21.36	83.02	24.47	18.08	52.58	45.08	6.28	84.15	69.93	32.90	17.49	59.33	89.32	320.98	76.86	81.01	63.60	193.31	72.08	238.21	163.81	27.57	68.36	316.76	200.06	305.05	21.00	77.66	85.1	31.41	2.71	27.78	35.72	9.5	62.3	55.43	28.27	78.04	4.87	40.13	73.81	64.37	1.19	59.84	66.62	47.09	19.25	57.98	89.35	321.17	78.4	78.57	66.98	200.33	71.78	203.13	157.76	49.43	70.64	336.1	201.02	306.61	19.25
T cells;T cell Activation;All Probes	RNA	Endogenous	CD27	99.05	48.38	22.51	10.70	18.97	29.95	6.30	80.37	54.30	11.53	54.89	19.31	28.14	58.72	28.73	22.36	59.15	78.09	36.86	6.25	31.64	47.67	183.35	36.97	43.54	67.26	118.85	83.69	168.99	108.28	20.44	48.15	159.05	127.33	178.77	10.21	90.91	50.89	8.02	40.14	5.09	36.89	8.83	64.64	40.43	5.84	62.7	32.48	33.08	67.24	39.23	10.2	41.76	79.92	43.43	6.03	31.17	47.19	184.38	35.2	41.77	47.98	140	96.76	155.99	107.31	32.63	51.7	157.35	137.43	174.27	6.98
